Level of physics education (1-3): 2
response_time,predicted_angle,answer_angle,ball_angle,starting_angle,angle_change,cross_mark,rope_length,outer_radius,points
0.44,1.047198,0.662874,0.387055,5.403426,0.100000,False,100,200.0,6
0.57,5.235988,6.269725,3.181038,1.939667,-0.150000,False,100,200.0,0
0.59,1.008260,0.109250,0.225111,5.241482,0.100000,False,200,375.0,1
0.40,5.352164,6.222182,3.223222,4.490037,-0.100000,False,100,167.5,1
0.52,0.931021,0.417459,1.371432,0.104617,0.100000,False,200,335.0,5
0.37,0.841069,5.497656,3.719416,1.185787,0.200000,False,100,150.0,0
0.37,0.931021,0.448016,3.954456,5.195826,0.150000,False,200,335.0,5
0.44,1.047198,0.176531,6.142151,3.608522,0.200000,False,200,400.0,1
1.00,5.274925,6.155504,2.959544,5.493173,-0.200000,False,100,187.5,1
0.59,0.962551,0.423401,3.051268,4.292638,0.150000,False,200,350.0,5
0.36,0.841069,1.596478,3.501913,4.743284,0.150000,True,200,300.0,2
1.07,5.274925,6.065101,6.037095,4.795724,-0.150000,False,100,187.5,2
1.25,1.008260,5.929358,3.818665,1.285035,0.200000,True,100,187.5,0
0.70,1.008260,0.383599,2.529962,3.771332,0.150000,False,100,187.5,4
1.24,5.274925,6.226015,1.492889,2.759704,-0.100000,True,200,375.0,0
0.69,1.008260,0.366109,4.683671,3.416856,0.100000,True,100,187.5,4
1.06,5.442117,0.317573,4.383849,3.142478,-0.150000,True,100,150.0,0
0.53,5.320635,5.953638,1.385222,2.652036,-0.100000,False,100,175.0,4
0.34,0.931021,5.363651,1.058581,4.808137,0.200000,True,100,167.5,0
0.75,5.442117,3.968195,2.277306,3.544121,-0.100000,True,100,150.0,0
0.74,0.841069,5.164009,3.316997,0.783367,0.200000,True,100,150.0,0
0.31,5.352164,4.519311,4.258372,3.017002,-0.150000,True,200,335.0,2
0.56,5.274925,0.420620,2.318168,4.851797,-0.200000,True,200,375.0,0
0.56,0.931021,0.206173,6.060861,3.527231,0.200000,False,100,167.5,3
0.72,5.235988,5.884919,2.183825,3.450639,-0.100000,False,100,200.0,4
0.55,5.442117,6.146688,6.021246,2.271690,-0.200000,True,100,150.0,3
0.44,1.047198,0.319293,0.564612,4.314167,0.200000,True,100,200.0,3
0.86,5.274925,0.140831,5.860448,0.844077,-0.100000,True,100,187.5,0
0.72,0.931021,0.238890,2.915751,4.157121,0.150000,False,100,167.5,3
0.68,0.962551,0.200166,0.874955,4.624511,0.200000,False,100,175.0,2
1.05,0.962551,0.720516,3.888687,1.355057,0.200000,False,200,350.0,8
0.89,0.962551,0.243125,1.919241,3.160612,0.150000,True,200,350.0,3
0.95,5.352164,5.614076,1.050759,6.092574,-0.150000,False,200,335.0,7
0.60,5.320635,5.657136,3.153153,4.419967,-0.100000,False,200,350.0,7
0.83,5.352164,5.827678,0.438220,2.971849,-0.200000,False,200,335.0,5
0.48,5.320635,5.799371,5.739634,4.498264,-0.150000,True,100,175.0,5
0.85,5.274925,6.030533,2.705451,1.464081,-0.150000,True,200,375.0,2
0.79,5.352164,6.242024,0.379145,5.420960,-0.150000,False,100,167.5,1
0.39,0.931021,0.287554,1.284419,2.525790,0.150000,True,200,335.0,4
0.31,5.320635,5.945183,3.590825,4.857640,-0.100000,True,200,350.0,4
0.76,0.931021,0.214571,0.610916,4.360472,0.200000,False,200,335.0,3
0.33,5.235988,5.479109,5.967378,0.951007,-0.100000,True,100,200.0,8
0.28,5.352164,5.481785,6.093879,1.077509,-0.100000,True,100,167.5,9
0.46,0.962551,0.361856,6.207307,1.165492,0.150000,False,100,175.0,4
0.59,0.931021,1.480841,5.247609,0.205794,0.150000,True,100,167.5,5
0.43,0.931021,0.472160,5.874750,4.607936,0.100000,True,100,167.5,5
0.54,0.841069,1.295066,0.476653,4.226209,0.200000,True,200,300.0,5
0.71,1.008260,1.708220,0.129106,1.370476,0.150000,True,100,187.5,3
0.38,0.841069,0.286556,6.223478,4.956663,0.100000,False,100,150.0,4
0.52,0.841069,0.432938,1.699395,0.432580,0.100000,True,200,300.0,6
1.14,0.962551,0.284616,5.761705,3.228076,0.200000,True,100,175.0,3
0.48,0.962551,0.167883,2.081244,5.830800,0.200000,True,200,350.0,2
1.20,5.442117,6.057609,0.379091,5.420906,-0.150000,False,100,150.0,4
0.44,5.235988,5.937404,0.222936,5.264751,-0.150000,True,100,200.0,3
0.72,1.008260,0.047238,3.922261,2.655446,0.100000,True,200,375.0,0
0.84,1.047198,0.721030,1.084572,2.325942,0.150000,False,200,400.0,7
0.70,0.841069,0.327428,2.479735,3.721106,0.150000,False,200,300.0,5
1.03,5.320635,3.942725,3.598899,2.357528,-0.150000,False,200,350.0,0
0.74,5.235988,0.367391,5.670397,4.429026,-0.150000,False,200,400.0,0
0.98,0.931021,0.165303,4.065602,2.798787,0.100000,False,100,167.5,2
0.48,5.442117,6.182305,0.348452,1.615267,-0.100000,True,200,300.0,3
0.65,1.047198,0.339952,3.599790,2.332975,0.100000,False,200,400.0,3
0.82,0.841069,2.447678,2.866769,4.108139,0.150000,True,100,150.0,0
0.86,5.442117,4.908213,4.593046,3.351675,-0.150000,True,200,300.0,5
0.71,1.008260,0.246612,0.075409,1.316779,0.150000,False,200,375.0,2
0.69,1.047198,0.031777,0.270945,4.020500,0.200000,True,200,400.0,0
0.82,5.442117,5.666901,2.866419,5.400048,-0.200000,True,200,300.0,8
0.93,0.841069,0.590642,1.566880,5.316436,0.200000,False,200,300.0,7
0.98,0.962551,0.582058,5.454552,4.187737,0.100000,True,200,350.0,6
0.64,0.841069,5.996850,2.747092,1.480277,0.100000,False,200,300.0,0
1.51,5.352164,5.650720,4.683923,0.934367,-0.200000,True,200,335.0,7
0.68,5.235988,3.985402,5.408125,0.391755,-0.100000,True,200,400.0,0
0.42,5.442117,5.357184,5.937406,4.696036,-0.150000,False,200,300.0,9
0.63,5.352164,6.218680,2.335079,4.868709,-0.200000,False,100,167.5,1
0.74,5.235988,6.170792,5.681306,1.931750,-0.200000,False,200,400.0,1
0.58,1.008260,0.155948,2.444382,6.193938,0.200000,True,200,375.0,1
0.50,5.320635,0.284878,2.210318,4.743948,-0.200000,True,200,350.0,0
0.44,5.320635,6.276492,4.520530,5.787345,-0.100000,True,100,175.0,0
0.46,5.320635,5.707034,4.441166,3.199796,-0.150000,False,100,175.0,6
0.50,1.047198,6.088877,5.912161,4.645346,0.100000,True,200,400.0,0
0.18,5.274925,5.623806,4.463093,3.221722,-0.150000,False,200,375.0,7
0.53,1.047198,6.199732,4.037448,1.503818,0.200000,False,100,200.0,0
0.41,5.274925,5.638034,5.407066,1.657510,-0.200000,False,200,375.0,6
0.49,5.442117,5.665296,0.793721,2.060536,-0.100000,False,100,150.0,8
0.34,5.274925,5.349643,0.399402,2.933031,-0.200000,True,100,187.5,9
0.61,5.352164,5.592544,0.350002,2.883632,-0.200000,True,100,167.5,8
0.49,5.352164,5.945220,5.862115,0.845744,-0.100000,True,200,335.0,4
0.39,0.962551,0.326113,6.188512,4.921697,0.100000,False,100,175.0,4
0.70,1.008260,0.598091,1.829482,5.579038,0.200000,False,100,187.5,6
0.47,0.962551,0.254697,4.760863,3.494049,0.100000,True,100,175.0,3
1.22,1.008260,0.624818,2.097563,0.830748,0.100000,False,100,187.5,6
0.48,5.442117,0.340492,2.606641,5.140270,-0.200000,False,100,150.0,0
0.53,0.931021,0.894241,2.280355,6.029911,0.200000,True,200,335.0,10
0.46,5.274925,6.053298,3.631374,2.390003,-0.150000,True,100,187.5,2
0.32,5.235988,5.755388,3.586938,4.853753,-0.100000,False,200,400.0,5
0.67,5.442117,6.222576,6.200936,1.184565,-0.100000,False,200,300.0,2
0.35,5.352164,6.178386,4.708315,5.975130,-0.100000,False,200,335.0,2
0.70,1.047198,0.374910,3.124901,4.366271,0.150000,True,100,200.0,3
0.56,5.274925,6.192441,5.969111,0.952741,-0.100000,False,200,375.0,1
0.49,5.274925,6.261582,2.688944,3.955759,-0.100000,False,100,187.5,0
0.50,5.320635,5.272927,3.611144,6.144774,-0.200000,True,100,175.0,10
0.61,0.841069,0.372977,2.636061,3.877432,0.150000,False,100,150.0,5
0.56,0.962551,0.396444,4.162680,5.404051,0.150000,True,100,175.0,4
0.40,5.235988,6.110862,2.699049,5.232678,-0.200000,False,100,200.0,1
0.53,5.235988,5.724014,0.000416,5.042231,-0.150000,True,200,400.0,5
0.56,5.320635,0.026584,3.110784,5.644414,-0.200000,False,100,175.0,0
0.34,0.931021,0.305818,2.405806,1.138992,0.100000,True,200,335.0,4
0.45,1.008260,0.249611,5.527406,0.485592,0.150000,True,200,375.0,2
0.38,1.008260,0.112925,0.914645,4.664201,0.200000,False,200,375.0,1
0.45,0.841069,0.053789,2.215148,0.948333,0.100000,True,100,150.0,2
0.98,0.962551,0.458102,5.944709,4.677894,0.100000,False,200,350.0,5
0.61,5.442117,5.792089,5.074178,1.324622,-0.200000,False,200,300.0,7
0.42,5.352164,6.259225,3.278694,2.037323,-0.150000,True,100,167.5,1
0.37,1.047198,0.250853,3.706557,2.439743,0.100000,True,100,200.0,2
0.48,1.047198,1.026420,2.174971,3.416341,0.150000,True,200,400.0,10
0.74,5.235988,0.097679,3.515955,6.049584,-0.200000,True,100,200.0,0
0.33,5.320635,6.047369,4.135426,2.894055,-0.150000,True,200,350.0,3
0.45,1.047198,0.368684,5.842872,0.801057,0.150000,False,100,200.0,3
0.47,5.235988,6.012662,1.270767,3.804396,-0.200000,True,200,400.0,2
0.66,5.320635,5.422869,2.351227,4.884857,-0.200000,False,200,350.0,9
0.87,1.047198,0.443057,2.995064,1.728249,0.100000,False,100,200.0,4
0.69,5.235988,6.048891,0.146709,5.188524,-0.150000,False,100,200.0,2
0.39,1.008260,0.560167,0.249879,5.266250,0.100000,False,200,375.0,6
0.35,5.352164,5.931808,3.366804,4.633619,-0.100000,False,100,167.5,4
0.34,0.931021,0.371583,3.938714,2.671899,0.100000,False,200,335.0,4
0.73,0.841069,0.499579,1.734976,5.484532,0.200000,False,100,150.0,7
0.37,0.931021,0.185971,5.039029,6.280399,0.150000,False,200,335.0,3
0.54,1.047198,0.594353,3.404830,0.871201,0.200000,False,200,400.0,5
0.56,5.274925,0.257641,5.482091,1.732535,-0.200000,False,100,187.5,0
0.57,0.962551,0.323938,6.022895,0.981080,0.150000,False,200,350.0,4
0.42,0.841069,0.232600,1.307238,2.548609,0.150000,True,200,300.0,4
0.36,5.274925,5.884022,3.591713,2.350343,-0.150000,False,100,187.5,4
0.94,1.008260,6.148922,4.062562,1.528933,0.200000,True,100,187.5,0
0.37,1.008260,0.638073,4.682806,5.924177,0.150000,False,100,187.5,6
0.55,5.274925,5.433283,1.442369,2.709183,-0.100000,True,200,375.0,8
0.42,1.008260,0.515116,5.959171,4.692357,0.100000,True,100,187.5,5
0.36,5.442117,6.175366,1.071874,6.113689,-0.150000,True,100,150.0,3
